file path,ground truth,top1 pred,confidence,top2 pred,confidence,top3 pred,confidence,top4 pred,confidence,top5 pred,confidence
datasets\train\Smoke or Fire or Open flame\posVideo6.875.mp4,58,-1,0,-1,0,-1,0,-1,0,-1,0
datasets\train\Smoke or Fire or Open flame\posVideo7.876.mp4,58,-1,0,-1,0,-1,0,-1,0,-1,0
datasets\train\Smoke or Fire or Open flame\posVideo8.877.mp4,58,-1,0,-1,0,-1,0,-1,0,-1,0
datasets\train\Smoke or Fire or Open flame\posVideo9.878.mp4,58,-1,0,-1,0,-1,0,-1,0,-1,0
datasets\train\Smoke or Fire or Open flame\Video102.mp4,58,-1,0,-1,0,-1,0,-1,0,-1,0
datasets\train\Smoke or Fire or Open flame\Video109.mp4,58,-1,0,-1,0,-1,0,-1,0,-1,0
datasets\train\Smoke or Fire or Open flame\Video11.mp4,58,-1,0,-1,0,-1,0,-1,0,-1,0
datasets\train\Smoke or Fire or Open flame\Video115.mp4,58,-1,0,-1,0,-1,0,-1,0,-1,0
datasets\train\Smoke or Fire or Open flame\Video134_1.mp4,58,-1,0,-1,0,-1,0,-1,0,-1,0
datasets\train\Smoke or Fire or Open flame\Video136.mp4,58,-1,0,-1,0,-1,0,-1,0,-1,0
datasets\train\Smoke or Fire or Open flame\Video14.mp4,58,-1,0,-1,0,-1,0,-1,0,-1,0
datasets\train\Smoke or Fire or Open flame\Video149.mp4,58,-1,0,-1,0,-1,0,-1,0,-1,0
datasets\train\Smoke or Fire or Open flame\Video150.mp4,58,-1,0,-1,0,-1,0,-1,0,-1,0
datasets\train\Smoke or Fire or Open flame\Video157.mp4,58,-1,0,-1,0,-1,0,-1,0,-1,0
datasets\train\Smoke or Fire or Open flame\Video170.mp4,58,-1,0,-1,0,-1,0,-1,0,-1,0
datasets\train\Smoke or Fire or Open flame\Video202.mp4,58,-1,0,-1,0,-1,0,-1,0,-1,0
datasets\train\Smoke or Fire or Open flame\Video209.mp4,58,-1,0,-1,0,-1,0,-1,0,-1,0
datasets\train\Smoke or Fire or Open flame\Video21.mp4,58,-1,0,-1,0,-1,0,-1,0,-1,0
datasets\train\Smoke or Fire or Open flame\Video234.mp4,58,-1,0,-1,0,-1,0,-1,0,-1,0
datasets\train\Smoke or Fire or Open flame\Video239.mp4,58,-1,0,-1,0,-1,0,-1,0,-1,0
datasets\train\Smoke or Fire or Open flame\Video257.mp4,58,-1,0,-1,0,-1,0,-1,0,-1,0
datasets\train\Smoke or Fire or Open flame\Video37.mp4,58,-1,0,-1,0,-1,0,-1,0,-1,0
datasets\train\Smoke or Fire or Open flame\Video51.mp4,58,-1,0,-1,0,-1,0,-1,0,-1,0
datasets\train\Smoke or Fire or Open flame\Video67.mp4,58,-1,0,-1,0,-1,0,-1,0,-1,0
datasets\train\Smoke or Fire or Open flame\Video73.mp4,58,-1,0,-1,0,-1,0,-1,0,-1,0
datasets\train\Smoke or Fire or Open flame\Video74.mp4,58,-1,0,-1,0,-1,0,-1,0,-1,0
datasets\train\Smoke or Fire or Open flame\Video75_1.mp4,58,-1,0,-1,0,-1,0,-1,0,-1,0
datasets\train\Smoke or Fire or Open flame\Video75_2.mp4,58,-1,0,-1,0,-1,0,-1,0,-1,0
datasets\train\Smoke or Fire or Open flame\Video78.mp4,58,-1,0,-1,0,-1,0,-1,0,-1,0
datasets\train\Smoke or Fire or Open flame\Video82.mp4,58,-1,0,-1,0,-1,0,-1,0,-1,0
datasets\train\Smoke or Fire or Open flame\Video85.mp4,58,-1,0,-1,0,-1,0,-1,0,-1,0
datasets\train\Smoke or Fire or Open flame\Video91.mp4,58,-1,0,-1,0,-1,0,-1,0,-1,0
datasets\train\Smoke or Fire or Open flame\Video99.mp4,58,-1,0,-1,0,-1,0,-1,0,-1,0
